User Query,Attribute Path,Path Length
How can I cope with constantly being left out and feeling wrongly judged?,"['Mental Health Status', 'Profession', 'Emotional State', 'Marital Status', 'Economic Status', 'Age', 'Health Status', 'Past Self-Harm History', 'Education Level']",9
How can I become more accepted and involved in my social group?,"['Marital Status', 'Profession', 'Education Level']",3
How can I practically go out more and change my mindset to feel less lonely?,['Emotional State'],1
How can I manage my anxiety when talking to people?,['Emotional State'],1
What can I do to express emotions more effectively in my speech and facial expressions?,['Emotional State'],1
Would therapy really help?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Age', 'Profession']",5
"How can I stop this behavior, or manage my anxiety/guilt response over not being able to prevent all bad things that might happen to people I love?",['Emotional State'],1
What can I do about feeling intimidated by other guys my age and being so lonely?,"['Age', 'Mental Health Status', 'Marital Status', 'Emotional State', 'Profession', 'Gender', 'Education Level', 'Past Self-Harm History']",8
How can I make friends in my first year at university when I don't really have the motivation and feel content being alone?,"['Age', 'Education Level', 'Mental Health Status', 'Emotional State', 'Profession']",5
How can I manage my anxiety for my upcoming date?,['Emotional State'],1
"As a single guy, how do you even approach a girl if she’s with 3 of her friends?","['Age', 'Profession', 'Emotional State', 'Marital Status', 'Education Level', 'Mental Health Status', 'Gender']",7
Does it sound like I have a chance with the guy I like at work?,"['Profession', 'Emotional State', 'Age', 'Mental Health Status', 'Marital Status', 'Economic Status', 'Health Status', 'Gender', 'Past Self-Harm History']",9
"How do I get new friends when I'm broke and socially anxious? And if that's not possible, how do I work through these feelings of being alone and wanting new connections?","['Economic Status', 'Mental Health Status']",2
Any advice on why she hasn't accepted my Snapchat request and if I should be concerned about making her uncomfortable?,"['Emotional State', 'Age', 'Gender', 'Marital Status', 'Education Level', 'Profession', 'Mental Health Status', 'Economic Status', 'Health Status']",9
Am I doing something wrong in approaching and maintaining conversations at social events?,"['Emotional State', 'Marital Status', 'Profession', 'Age', 'Education Level', 'Gender', 'Health Status', 'Economic Status']",8
"Should I start going out now and looking for a girlfriend, or wait until I'm 25?","['Age', 'Emotional State', 'Profession', 'Gender', 'Marital Status', 'Education Level', 'Mental Health Status', 'Economic Status']",8
How can I become more confident and increase my social skills?,['Emotional State'],1
Am I doomed to settle with someone I hate out of fear of loneliness?,"['Marital Status', 'Emotional State', 'Mental Health Status', 'Age', 'Gender', 'Profession', 'Economic Status', 'Health Status', 'Past Self-Harm History', 'Education Level']",10
How can I be a fun person to be around and maintain my new social circle?,['Emotional State'],1
How can I make new friends while feeling incompatible with my current group?,"['Emotional State', 'Profession', 'Age', 'Mental Health Status']",4
How can I improve my social skills after isolating myself due to depression?,['Mental Health Status'],1
"How can I have a healthy balance between self-improvement and making meaningful friendships, and am I socializing with the wrong people?","['Emotional State', 'Profession']",2
How can I better understand and navigate my social interactions given my Asperger's?,"['Age', 'Education Level', 'Mental Health Status']",3
Why have I never had any relationship experience despite trying to engage with women through social settings and online dating?,"['Marital Status', 'Emotional State', 'Gender', 'Age', 'Education Level', 'Profession', 'Past Self-Harm History', 'Mental Health Status', 'Economic Status']",9
"Should I ask this girl if I can sleep at her house after the concert, or would that be too intrusive?","['Emotional State', 'Gender', 'Age', 'Economic Status', 'Profession', 'Marital Status', 'Mental Health Status', 'Health Status']",8
How can I make new friends outside my class?,"['Age', 'Profession', 'Education Level']",3
Do you have tips on how I could go about making 'work' friends into 'real' friends?,['Profession'],1
How can I stop feeling annoying and improve my relationship with my husband?,"['Emotional State', 'Marital Status', 'Mental Health Status']",3
How do I approach a guy I have a crush on when we have never talked?,"['Age', 'Education Level', 'Gender', 'Marital Status', 'Emotional State', 'Profession', 'Mental Health Status']",7
Does anyone have any thoughts or advice on how I can be more sociable with my coworkers?,['Profession'],1
How can I normally talk to the 17-year old intern when I have changed my working habits?,['Age'],1
How can I stop obsessing over relationships?,"['Marital Status', 'Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Profession', 'Gender', 'Economic Status']",7
What are some tips or suggestions that might help with social anxiety?,['Emotional State'],1
Is disclosing these anxieties and being vulnerable a good way to open up and get my honest point across or is that super off-putting?,['Emotional State'],1
How can I address the feeling that no one really knows the real me due to my social anxiety?,"['Emotional State', 'Mental Health Status']",2
How can I escape this cycle of suicidal depression and anxiety?,"['Emotional State', 'Health Status', 'Mental Health Status', 'Age']",4
What can I do to manage my anxiety about sharing personal information at work?,['Emotional State'],1
What can I do to find motivation and reasons to keep going when I'm scared to make changes and nothing seems to help?,['Emotional State'],1
How can I deal with my anxiety about talking about myself?,['Emotional State'],1
How can I handle the anxiety and panic after accidentally giving bad advice to a friend about a work meeting?,['Emotional State'],1
How can I overcome my social anxiety to make friends and talk to girls?,"['Emotional State', 'Age', 'Profession', 'Education Level', 'Mental Health Status', 'Marital Status']",6
"What is the point of living when my mental health is hindering my ability to live a normal, happy, and healthy life?","['Mental Health Status', 'Emotional State', 'Profession', 'Age', 'Economic Status']",5
"Are paid public speaking classes any good for overcoming my issues with public speaking, or is it too much too soon?",['Profession'],1
"How do I stop caring about how my body looks, or lose weight?","['Health Status', 'Mental Health Status', 'Emotional State', 'Profession', 'Age', 'Economic Status', 'Education Level']",7
How can I determine if I am socially anxious or just shy?,"['Emotional State', 'Gender', 'Age', 'Marital Status', 'Profession', 'Mental Health Status', 'Education Level', 'Past Self-Harm History']",8
What would be the right way for me to act so I'll learn again to attract people around me and just feel natural around them?,['Emotional State'],1
How can I overcome my mental health issues and improve my self-esteem to start dating?,"['Mental Health Status', 'Emotional State', 'Age', 'Profession', 'Marital Status', 'Education Level', 'Past Self-Harm History', 'Economic Status', 'Gender']",9
How can I manage my anxiety about feeling like I smell bad despite reassurance from others?,['Emotional State'],1
How can I overcome my anxiety about getting a haircut and shave?,"['Emotional State', 'Mental Health Status']",2
What can I do to manage my severe social anxiety and learn to live independently?,"['Emotional State', 'Mental Health Status']",2
What should I do about my nervousness around my girlfriend and whether I like her or not?,"['Emotional State', 'Age', 'Mental Health Status', 'Marital Status', 'Profession']",5
"Has anyone suffered from these symptoms as well? And if so, what can I do to improve my confidence or stop these symptoms from happening?","['Emotional State', 'Age', 'Past Self-Harm History', 'Health Status', 'Mental Health Status', 'Profession', 'Education Level', 'Gender', 'Marital Status']",9
"How can I cope with feeling overwhelmed by anxiety, family, social, financial, and academic issues?","['Emotional State', 'Age', 'Profession', 'Health Status', 'Mental Health Status']",5
How can I get some encouragement to keep going with my new job?,['Emotional State'],1
How can I manage my anxiety and nervousness about being judged as wealthy at work?,['Economic Status'],1
Is it possible to deal with severe social anxiety on your own or is seeking professional help the best way to go?,['Emotional State'],1
How do you cope with your anxiety?,"['Emotional State', 'Mental Health Status', 'Health Status', 'Age', 'Profession', 'Education Level', 'Past Self-Harm History']",7
How can I cope with returning to university feeling unprepared and anxious?,['Emotional State'],1
"Can drug and weed use cause social anxiety and depression, and if I stop, will these illnesses gradually disappear?","['Emotional State', 'Age', 'Health Status', 'Profession', 'Mental Health Status']",5
How can I improve my socializing skills at my new job to avoid losing it?,['Profession'],1
What can I do to manage my anxiety about being perceived as rich?,['Economic Status'],1
How can I cope with my anxiety about going to school?,"['Emotional State', 'Mental Health Status']",2
How can I overcome my fear of seeing people I know at the gym so I can work out?,['Emotional State'],1
What can I do to manage my anxiety about being judged as rich?,['Economic Status'],1
What can I do to manage my anxiety and nervousness about talking about myself at work?,['Emotional State'],1
What can I do to handle my nervousness and improve my performance during job interviews?,['Emotional State'],1
Am I just genetically inferior?,"['Age', 'Education Level', 'Emotional State', 'Profession', 'Gender', 'Marital Status', 'Economic Status', 'Mental Health Status', 'Health Status']",9
"How can I overcome my anxiety about talking about myself, especially at work?","['Emotional State', 'Profession']",2
Does anyone have any tips for involuntary muscle spasms/tics/jerks?,"['Health Status', 'Age', 'Profession', 'Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Economic Status', 'Education Level']",8
How can I find a new job that doesn't involve customer service while managing my anxiety?,['Profession'],1
"Anybody else didn't follow the 'obvious' route in their career, schooling etc. because of their SA? How were your experiences?","['Profession', 'Age', 'Education Level', 'Emotional State', 'Gender', 'Marital Status', 'Economic Status', 'Health Status', 'Mental Health Status', 'Past Self-Harm History']",10
How can I overcome my anxiety about interacting with new people?,"['Emotional State', 'Age', 'Profession', 'Mental Health Status']",4
How do you handle first dates?,"['Emotional State', 'Marital Status', 'Profession', 'Age', 'Education Level', 'Health Status', 'Mental Health Status', 'Economic Status']",8
How can I handle my nervousness and stuttering when talking to people?,['Emotional State'],1
How to conquer dating anxiety?,"['Emotional State', 'Age', 'Profession', 'Marital Status', 'Education Level', 'Mental Health Status', 'Economic Status']",7
"Where do I fall within the black community, and how do I cope with these feelings of exclusion and low self-worth?","['Emotional State', 'Age', 'Mental Health Status', 'Profession', 'Marital Status', 'Economic Status', 'Gender', 'Past Self-Harm History']",8
"Does anyone have any advice for dealing with social anxiety, particularly when interacting with the opposite sex?","['Emotional State', 'Gender']",2
Where do I go from here?,"['Emotional State', 'Age', 'Marital Status', 'Mental Health Status', 'Profession', 'Economic Status', 'Education Level', 'Gender', 'Health Status']",9
What can I do to handle my anxiety about talking about myself when I'm at work or traveling?,['Emotional State'],1
"Do you work? If yes, what kind of job do you have?",['Profession'],1
Could someone give me a response or share similar experiences that have been resolved?,"['Emotional State', 'Age', 'Marital Status', 'Education Level', 'Mental Health Status', 'Past Self-Harm History', 'Profession', 'Economic Status']",8
"Have you found it worth it to take Gabapentin for the long run? Have you noticed long term cognitive, or other problems?","['Health Status', 'Mental Health Status']",2
What should I do about the social anxiety affecting my job prospects and personal life?,"['Mental Health Status', 'Profession']",2
How can I manage my anxiety to keep a job and handle everyday situations?,['Emotional State'],1
How can I stop being so nervous all the time?,"['Emotional State', 'Mental Health Status', 'Health Status', 'Age', 'Profession', 'Education Level']",6
What should I do after feeling sick and embarrassed while exercising with my father and other athletes?,"['Emotional State', 'Profession']",2
Has anyone who's been in similar situations advise any tips for how to combat this and take small steps? Would medication help take the edge off (keeping in mind side effects)?,"['Emotional State', 'Age', 'Mental Health Status', 'Past Self-Harm History', 'Profession', 'Health Status', 'Economic Status']",7
"Can children have anxiety or depression, and how can we detect and address it?","['Age', 'Emotional State', 'Education Level', 'Health Status', 'Mental Health Status']",5
How can I ensure I have full control over my SA while I transition smoothly into adulthood?,"['Age', 'Emotional State', 'Profession']",3
Has anyone ever experienced this or similar symptoms and can provide advice?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Profession', 'Health Status', 'Marital Status', 'Economic Status']",8
How can I overcome my fear of social interactions and loneliness?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Education Level']",5
How can I improve my self-esteem and communication skills to connect better at work?,['Profession'],1
How can I deal with my suicidal thoughts caused by social anxiety around girls?,[],0
Does anybody have any recommendations on how I can solve my anxiety in social relationships?,"['Emotional State', 'Age', 'Profession', 'Mental Health Status', 'Education Level', 'Marital Status', 'Health Status', 'Economic Status']",8
How can I deal with my anxiety and the condition I'm in after meeting someone new at university?,['Emotional State'],1
How can I stop caring about what other people think of me?,"['Emotional State', 'Profession', 'Marital Status', 'Age', 'Mental Health Status', 'Gender', 'Economic Status', 'Health Status', 'Education Level']",9
How do I get myself going and face my fears of making mistakes while starting a new job?,['Emotional State'],1
Does anyone have tips on how to deal with social anxiety and an eating disorder while managing school stress?,['Emotional State'],1
How do I stop 'mind black-out' when talking to people?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Education Level', 'Health Status', 'Past Self-Harm History', 'Marital Status', 'Gender']",9
Any tips for dealing with social anxiety in class?,"['Emotional State', 'Health Status', 'Education Level', 'Mental Health Status', 'Age', 'Profession']",6
How can I deal with my fear of people and panic attacks in public?,"['Emotional State', 'Age', 'Education Level', 'Mental Health Status', 'Health Status']",5
How can I overcome my anxiety about interacting with people I don't know well?,['Emotional State'],1
How can I get a job if I'm socially anxious?,"['Emotional State', 'Profession', 'Education Level', 'Mental Health Status', 'Age', 'Economic Status']",6
How can I improve my social skills quickly for giving presentations during my internship?,['Profession'],1
How do I get people to Snapchat me?,"['Age', 'Profession', 'Emotional State', 'Education Level', 'Gender']",5
What is the connection between realistic video game addiction and anxiety?,['Emotional State'],1
How can I make a resume when I have no job experience?,"['Education Level', 'Profession', 'Economic Status', 'Emotional State', 'Age', 'Health Status']",6
Do I have social anxiety?,"['Emotional State', 'Age', 'Mental Health Status', 'Profession', 'Gender', 'Marital Status', 'Health Status', 'Economic Status']",8
Does anyone else feel forgettable? Does anyone else feel literal exhaustion/headaches when in social situations for too long?,"['Mental Health Status', 'Profession', 'Education Level', 'Emotional State', 'Age', 'Health Status', 'Marital Status', 'Economic Status', 'Gender']",9
Is there anyone who may know how I can help my dad overcome his social anxiety?,"['Age', 'Profession']",2
What should I do to improve my life and become more social?,"['Emotional State', 'Age', 'Profession', 'Education Level']",4
How can I overcome my social anxiety to successfully interview and secure a job in accounting?,"['Age', 'Education Level', 'Profession', 'Emotional State', 'Mental Health Status', 'Economic Status']",6
How can I handle the job interview and overcome my anxiety about speaking to people and answering questions?,['Emotional State'],1
What can I do to change my life and get out of this situation?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Economic Status', 'Marital Status', 'Health Status', 'Education Level']",8
How do I curtail this social anxiety?,"['Emotional State', 'Mental Health Status', 'Health Status', 'Age', 'Profession', 'Education Level', 'Past Self-Harm History', 'Gender', 'Marital Status']",9
Should I tell her that I want to speak with her?,"['Age', 'Education Level', 'Mental Health Status', 'Emotional State', 'Gender', 'Marital Status', 'Profession', 'Health Status', 'Economic Status']",9
What do I do to behave normally around pretty girls?,"['Emotional State', 'Age', 'Profession', 'Marital Status']",4
"Is it possible to get disability or SSI or whatever if you have social anxiety? Also if I did get it, is there a possibility it could be taken away?",['Mental Health Status'],1
Any tips with being able to invite a girl to my party despite my anxiety?,"['Emotional State', 'Age', 'Education Level', 'Mental Health Status']",4
How can I improve my communication skills and manage my anxiety to have better relationships?,['Emotional State'],1
How can I cope with the anger and frustration towards my father who has been verbally abusive and manipulative?,"['Mental Health Status', 'Past Self-Harm History', 'Emotional State']",3
How can I overcome my social anxiety to make new friends and establish deep connections?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level']",5
How can I solve my stuttering problems?,"['Emotional State', 'Health Status', 'Mental Health Status', 'Education Level', 'Profession', 'Age', 'Economic Status']",7
Do I have social anxiety?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level']",5
How can I handle my inconsiderate roommate who vapes and smokes weed in the apartment?,"['Age', 'Emotional State', 'Profession', 'Mental Health Status', 'Marital Status', 'Economic Status', 'Education Level']",7
How can I manage my social anxiety to prevent it from affecting my work performance?,['Emotional State'],1
Any advice on dealing with anxiety for a presentation?,['Emotional State'],1
How should I proceed from now if I see her or cross paths?,"['Age', 'Marital Status', 'Mental Health Status', 'Emotional State', 'Gender', 'Profession', 'Past Self-Harm History', 'Economic Status']",8
What type of mental health professional should I look for?,['Profession'],1
"Does anyone have any tips for how to navigate this? Anything that can help me get through this and, if I get another interview, work through it successfully?","['Emotional State', 'Profession', 'Mental Health Status', 'Age', 'Economic Status', 'Health Status', 'Gender', 'Marital Status', 'Education Level', 'Past Self-Harm History']",10
What can I do to overcome my fear of working and improve my life situation?,"['Profession', 'Economic Status']",2
How can I deal with anxiety about meeting a girl at school after a weird experience?,"['Emotional State', 'Age', 'Education Level', 'Mental Health Status']",4
Am I at a dead end?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Profession', 'Health Status', 'Economic Status', 'Past Self-Harm History', 'Education Level']",9
What shall I do to resolve feelings of isolation and form meaningful social connections at work?,['Profession'],1
How can I make this living situation better while dealing with anxiety and discomfort around strangers?,"['Emotional State', 'Age', 'Profession', 'Mental Health Status']",4
How is it that some people mistreat others and still find someone to love them?,"['Emotional State', 'Mental Health Status', 'Profession', 'Marital Status', 'Economic Status', 'Past Self-Harm History', 'Age', 'Gender', 'Health Status', 'Education Level']",10
What should I say to my professor about my social anxiety preventing me from joining a group for a key class project?,['Emotional State'],1
How can I overcome my social anxiety to find a job and become more independent?,"['Mental Health Status', 'Emotional State', 'Age', 'Profession', 'Education Level']",5
How do I make real life interesting or better?,"['Emotional State', 'Profession']",2
Is it okay to make the life choice of being alone and living the rest of my life in solitude?,"['Marital Status', 'Emotional State', 'Mental Health Status', 'Age', 'Education Level']",5
"Is social anxiety going to go away when I get older? If not, what should I do?","['Emotional State', 'Age', 'Mental Health Status']",3
What can I do to stop feeling like people think I'm a creep?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Age', 'Past Self-Harm History', 'Profession', 'Economic Status', 'Gender']",8
How should I handle my anxiety about going on a date after a long time?,['Emotional State'],1
What the hell are we afraid of?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Age', 'Gender', 'Marital Status', 'Profession', 'Economic Status', 'Health Status', 'Education Level']",10
Could the possibility of being gay and in the closet and the lack of sexual/physical contact with gay men be greatly responsible for my being extremely anxious in social situations?,"['Emotional State', 'Gender', 'Marital Status', 'Age', 'Profession', 'Mental Health Status', 'Education Level', 'Health Status', 'Past Self-Harm History']",9
How can I overcome my social anxiety and start making friends in a new place?,"['Emotional State', 'Profession', 'Age', 'Mental Health Status', 'Education Level', 'Marital Status', 'Health Status']",7
How can I overcome social anxiety (SA) from past experiences in school?,"['Emotional State', 'Age', 'Education Level', 'Profession', 'Mental Health Status', 'Past Self-Harm History', 'Marital Status', 'Economic Status', 'Health Status']",9
Why do I struggle to approach people?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age']",4
How can I manage my anxiety about presenting a project in front of my classmates?,['Emotional State'],1
How can I manage my public speaking anxiety?,"['Emotional State', 'Mental Health Status']",2
What should I do with my life as a marketing major who lacks social skills?,"['Emotional State', 'Profession', 'Education Level', 'Gender', 'Age', 'Marital Status', 'Economic Status', 'Mental Health Status', 'Health Status']",9
How can I make friends at university and feel less alone?,"['Age', 'Education Level', 'Profession', 'Marital Status', 'Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Economic Status']",8
How do you handle having to speak in front of a large group?,"['Age', 'Education Level', 'Profession']",3
What should I say when I walk into my job interview to avoid coming off as awkward?,['Profession'],1
Anyone have any tips and advice on how to become less socially awkward when it comes to talking to the opposite sex?,"['Age', 'Education Level', 'Profession', 'Emotional State', 'Marital Status', 'Mental Health Status', 'Gender', 'Past Self-Harm History', 'Economic Status']",9
Does anyone have tips for dating with social anxiety?,"['Emotional State', 'Age', 'Marital Status', 'Gender', 'Profession', 'Mental Health Status', 'Education Level', 'Past Self-Harm History']",8
How can I find friends when I'm out of school?,['Education Level'],1
How can I manage my anxiety about meeting a professor?,['Emotional State'],1
How can I manage my social anxiety around clients at my new job?,['Profession'],1
How can I manage my social anxiety and feelings of hopelessness?,"['Emotional State', 'Mental Health Status']",2
Is it weird to not hang out with people and to almost always be by yourself?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level', 'Marital Status']",6
What could I do to stop feeling envious of everyone having friends and improve my social interactions?,"['Emotional State', 'Mental Health Status']",2
How can I manage my anxiety in social situations?,['Emotional State'],1
"How can I manage my anxiety to handle the move and associated tasks, such as updating my pets' vaccinations and making phone calls?",['Emotional State'],1
Am I a recluse because of my situation since I don’t often get the opportunity to go out?,"['Age', 'Emotional State', 'Profession', 'Marital Status', 'Mental Health Status', 'Economic Status']",6
How can I overcome social anxiety and become more open in social situations?,"['Emotional State', 'Mental Health Status']",2
Any advice on how to meet new people outside of work?,"['Profession', 'Age', 'Emotional State', 'Education Level']",4
What should I do to not die being lonely and antisocial?,"['Marital Status', 'Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level', 'Past Self-Harm History', 'Economic Status', 'Gender']",9
What the fuck am I so afraid of?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Age', 'Gender', 'Profession', 'Health Status', 'Economic Status', 'Marital Status']",9
How can I approach becoming friends with a group of boys that are more my type at my new high school?,"['Age', 'Profession', 'Education Level', 'Emotional State', 'Marital Status', 'Mental Health Status', 'Economic Status']",7
How can I overcome my social anxiety to improve in musical theatre?,"['Emotional State', 'Mental Health Status', 'Age']",3
How can I become more comfortable in social situations and improve my small talk skills?,['Emotional State'],1
Does anyone have experience with freelancing or advice for managing social anxiety and public speaking fears in a teaching job?,"['Education Level', 'Emotional State', 'Profession', 'Mental Health Status', 'Age', 'Health Status', 'Gender', 'Marital Status', 'Economic Status']",9
How can I overcome my nervousness to message matches on Tinder?,"['Age', 'Emotional State', 'Profession', 'Mental Health Status', 'Education Level', 'Marital Status']",6
Do any other girls out there experience opposition/straight up bullying from other females?,"['Gender', 'Age', 'Emotional State', 'Marital Status', 'Profession', 'Education Level', 'Mental Health Status', 'Health Status', 'Economic Status']",9
How can I deal with feeling completely alone and without a chance of recovery?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Health Status', 'Past Self-Harm History', 'Age', 'Economic Status', 'Profession', 'Gender', 'Education Level']",10
"Has any of you taken a mini retirement and do you regret it, or are you glad you did it?","['Age', 'Profession', 'Economic Status', 'Marital Status', 'Health Status']",5
How can I handle my social anxiety during important interviews?,['Emotional State'],1
How can I press charges and build a case against someone who molested my sister?,[],0
What do I do?,"['Age', 'Marital Status', 'Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Profession', 'Economic Status', 'Education Level']",8
How can I manage being assigned as the director in my media course despite my anxiety?,['Mental Health Status'],1
How can I deal with being bullied by older coworkers at work?,"['Profession', 'Age', 'Mental Health Status', 'Emotional State', 'Economic Status']",5
How can I manage my anxiety about talking about myself?,['Emotional State'],1
Does anyone want to do a Deserted Island experience with me?,"['Age', 'Profession', 'Emotional State', 'Mental Health Status', 'Education Level', 'Economic Status', 'Marital Status']",7
What exactly are my social problems and how can I best fix them?,"['Emotional State', 'Marital Status', 'Age', 'Mental Health Status', 'Profession', 'Economic Status', 'Past Self-Harm History', 'Education Level']",8
"Have any of you experienced the same, and will this anxiety ever end?","['Emotional State', 'Age', 'Health Status', 'Mental Health Status', 'Profession', 'Education Level', 'Past Self-Harm History', 'Gender', 'Marital Status', 'Economic Status']",10
How do you get the courage to do the things you need to?,['Emotional State'],1
Is there any medication I can take to help with my social anxiety?,"['Emotional State', 'Mental Health Status', 'Age']",3
How can a busy late 20-something guy with a full-time job meet people for dating without using dating apps?,"['Age', 'Profession', 'Emotional State']",3
How can I overcome the fear of my bullies from my hometown?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level', 'Gender', 'Marital Status', 'Economic Status', 'Health Status', 'Past Self-Harm History']",10
How can I stop the 24/7 pain and move on with my life?,"['Health Status', 'Mental Health Status', 'Emotional State', 'Age', 'Marital Status', 'Past Self-Harm History', 'Profession', 'Economic Status']",8
How do you feel about people telling you you’re quiet?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level']",5
"In a situation like this, what should I ask for instead? What are some of the drinks/juices 'accepted' in such social situations which might help me mingle along?","['Age', 'Profession', 'Emotional State', 'Marital Status', 'Education Level', 'Economic Status', 'Mental Health Status', 'Health Status', 'Past Self-Harm History', 'Gender']",10
How can I cope with social anxiety and improve my mental health in college?,['Emotional State'],1
How do you guys deal with love?,"['Marital Status', 'Emotional State', 'Profession', 'Mental Health Status', 'Age', 'Education Level']",6
How can I find myself?,"['Emotional State', 'Age', 'Mental Health Status', 'Profession', 'Education Level', 'Marital Status', 'Economic Status']",7
Did anyone overcome a similar situation or have any advices?,"['Age', 'Mental Health Status', 'Profession', 'Emotional State', 'Past Self-Harm History', 'Marital Status', 'Economic Status', 'Health Status', 'Education Level']",9
"What should I do? Keep him as a friend, I'm still attached but is it worth it?","['Marital Status', 'Mental Health Status', 'Age', 'Emotional State', 'Past Self-Harm History', 'Profession', 'Gender', 'Education Level']",8
What can I do to address my difficulty in speaking and organizing my thoughts?,"['Mental Health Status', 'Education Level', 'Health Status', 'Profession']",4
How can I manage my anxiety to succeed at my new job as an assistant server?,['Emotional State'],1
Has anyone else with social anxiety and ADHD been mistaken for being autistic?,"['Age', 'Emotional State', 'Education Level', 'Mental Health Status', 'Profession', 'Gender', 'Marital Status', 'Health Status', 'Past Self-Harm History']",9
"Has anyone received help from their University/college to make school life easier due to social anxiety, and what can I do to make it easier for me?","['Emotional State', 'Age', 'Education Level', 'Mental Health Status']",4
How can I ensure I don't relapse into isolation and grief after efforts to improve my mental health?,['Emotional State'],1
"What can I do to cope with my health issues, anxiety, and lack of appetite while being unemployed and uninsured?","['Economic Status', 'Mental Health Status', 'Health Status']",3
What do I do about attending the convention when I'm anxious about encountering people spreading a rumor about me?,['Emotional State'],1
Any advice on where to go or what to do to not be awkward when hanging out with a friend?,['Emotional State'],1
Does anyone else have similar experiences with anxiety and depression affecting their perception of how others view them? What was your experience and did you find any ways of helping?,"['Emotional State', 'Age', 'Mental Health Status', 'Education Level', 'Profession', 'Health Status', 'Past Self-Harm History']",7
How can I handle the situation with my teacher who criticized me for not displaying all my photos?,"['Emotional State', 'Profession', 'Age', 'Gender', 'Education Level', 'Mental Health Status', 'Marital Status', 'Economic Status']",8
"For anyone who has been to counseling, how did you start? Were you scared of making the call to inquire as well? What is the best way to tackle this problem so that I can get the help I need?",['Emotional State'],1
Is there anyone else like me who has been isolating and feels alone?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Health Status', 'Past Self-Harm History', 'Profession', 'Economic Status', 'Gender', 'Education Level']",10
What can I do to change my situation where I feel like nobody likes me or recognizes me?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Marital Status', 'Education Level', 'Economic Status']",7
What can I do if I want to go clubbing but have no one to go with?,"['Emotional State', 'Age', 'Profession', 'Marital Status']",4
What tips can I give my friend to help him with his social anxiety and lack of motivation?,['Emotional State'],1
How can someone with social anxiety obtain letters of recommendation for grad school and job references?,"['Education Level', 'Age', 'Emotional State', 'Profession', 'Mental Health Status']",5
How can I handle my social anxiety to achieve my dreams and become successful?,['Emotional State'],1
What can I do to become a regular in my friend groups and be included in plans outside of school?,"['Age', 'Profession', 'Education Level', 'Emotional State', 'Mental Health Status', 'Marital Status', 'Economic Status']",7
Has anybody found anything to work that reduced blushing?,"['Emotional State', 'Age', 'Profession', 'Mental Health Status']",4
Has anyone ever heard of a case like this? Does anyone have any advice?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Profession', 'Age', 'Marital Status', 'Economic Status', 'Health Status', 'Education Level']",9
Any tips for talking to people one-on-one without feeling awkward or tense?,['Age'],1
How can I overcome my anxiety and fear of social situations to become more comfortable and have meaningful interactions?,['Emotional State'],1
Can church really fix mental problems?,"['Mental Health Status', 'Emotional State', 'Profession', 'Economic Status', 'Marital Status', 'Age', 'Gender', 'Health Status', 'Past Self-Harm History', 'Education Level']",10
How can I overcome my fear of people and social anxiety?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level', 'Past Self-Harm History']",6
How can I manage my social anxiety at small gatherings?,['Emotional State'],1
How can I find a job despite my social anxiety?,"['Emotional State', 'Profession', 'Mental Health Status']",3
How can I manage my panic attacks when I go outside?,"['Emotional State', 'Health Status']",2
"What do you think about how I handled meeting my co-workers for the first time, and what advice can you give me?","['Profession', 'Age', 'Education Level', 'Emotional State', 'Health Status', 'Mental Health Status', 'Marital Status', 'Economic Status']",8
What are some good ways to help me get over feeling so distraught about talking to people I don’t know professionally/making commitments to my friends?,['Mental Health Status'],1
How can I change thoughts that I aren't consciously having?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Profession', 'Age', 'Education Level']",6
How can I stop being such a boring person?,"['Emotional State', 'Profession', 'Age', 'Education Level', 'Mental Health Status']",5
How can I manage my anxiety and continue improving my social interactions?,['Emotional State'],1
