User Query,Attribute Path,Path Length
Why have I never had any relationship experience despite trying to engage with women through social settings and online dating?,"['Marital Status', 'Emotional State', 'Past Self-Harm History', 'Age', 'Mental Health Status', 'Profession']",6
"Should I ask this girl if I can sleep at her house after the concert, or would that be too intrusive?","['Gender', 'Emotional State', 'Age', 'Marital Status', 'Profession']",5
How can I make new friends outside my class?,"['Age', 'Emotional State']",2
Do you have tips on how I could go about making 'work' friends into 'real' friends?,"['Profession', 'Emotional State']",2
How can I stop feeling annoying and improve my relationship with my husband?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Past Self-Harm History']",4
How do I approach a guy I have a crush on when we have never talked?,"['Emotional State', 'Age', 'Marital Status', 'Past Self-Harm History']",4
Does anyone have any thoughts or advice on how I can be more sociable with my coworkers?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Education Level']",4
How can I normally talk to the 17-year old intern when I have changed my working habits?,"['Age', 'Emotional State', 'Education Level', 'Health Status']",4
How can I stop obsessing over relationships?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Marital Status']",4
What are some tips or suggestions that might help with social anxiety?,"['Emotional State', 'Past Self-Harm History', 'Health Status']",3
Is disclosing these anxieties and being vulnerable a good way to open up and get my honest point across or is that super off-putting?,[],0
How can I address the feeling that no one really knows the real me due to my social anxiety?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Marital Status']",5
How can I escape this cycle of suicidal depression and anxiety?,"['Emotional State', 'Past Self-Harm History', 'Health Status', 'Mental Health Status', 'Profession']",5
What can I do to manage my anxiety about sharing personal information at work?,"['Emotional State', 'Mental Health Status']",2
What can I do to find motivation and reasons to keep going when I'm scared to make changes and nothing seems to help?,"['Emotional State', 'Mental Health Status']",2
How can I deal with my anxiety about talking about myself?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
How can I handle the anxiety and panic after accidentally giving bad advice to a friend about a work meeting?,"['Emotional State', 'Mental Health Status']",2
How can I overcome my social anxiety to make friends and talk to girls?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Past Self-Harm History']",5
"What is the point of living when my mental health is hindering my ability to live a normal, happy, and healthy life?",['Mental Health Status'],1
"Are paid public speaking classes any good for overcoming my issues with public speaking, or is it too much too soon?","['Emotional State', 'Health Status', 'Profession', 'Education Level', 'Age']",5
"How do I stop caring about how my body looks, or lose weight?","['Emotional State', 'Mental Health Status', 'Health Status', 'Past Self-Harm History']",4
How can I determine if I am socially anxious or just shy?,"['Emotional State', 'Mental Health Status', 'Age', 'Past Self-Harm History']",4
What would be the right way for me to act so I'll learn again to attract people around me and just feel natural around them?,"['Emotional State', 'Mental Health Status', 'Profession', 'Marital Status', 'Age']",5
How can I overcome my mental health issues and improve my self-esteem to start dating?,"['Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Age', 'Profession', 'Marital Status', 'Education Level']",7
How can I manage my anxiety about feeling like I smell bad despite reassurance from others?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
How can I overcome my anxiety about getting a haircut and shave?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
What can I do to manage my severe social anxiety and learn to live independently?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
What should I do about my nervousness around my girlfriend and whether I like her or not?,"['Emotional State', 'Mental Health Status']",2
"Has anyone suffered from these symptoms as well? And if so, what can I do to improve my confidence or stop these symptoms from happening?","['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age']",4
"How can I cope with feeling overwhelmed by anxiety, family, social, financial, and academic issues?","['Emotional State', 'Mental Health Status', 'Age', 'Profession']",4
How can I get some encouragement to keep going with my new job?,"['Emotional State', 'Mental Health Status']",2
How can I manage my anxiety and nervousness about being judged as wealthy at work?,"['Mental Health Status', 'Emotional State']",2
Is it possible to deal with severe social anxiety on your own or is seeking professional help the best way to go?,"['Emotional State', 'Mental Health Status']",2
How do you cope with your anxiety?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Health Status']",4
How can I cope with returning to university feeling unprepared and anxious?,"['Emotional State', 'Mental Health Status']",2
"Can drug and weed use cause social anxiety and depression, and if I stop, will these illnesses gradually disappear?","['Emotional State', 'Health Status', 'Past Self-Harm History']",3
How can I improve my socializing skills at my new job to avoid losing it?,"['Profession', 'Emotional State']",2
What can I do to manage my anxiety about being perceived as rich?,['Economic Status'],1
How can I cope with my anxiety about going to school?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
How can I overcome my fear of seeing people I know at the gym so I can work out?,"['Emotional State', 'Past Self-Harm History', 'Age', 'Mental Health Status']",4
What can I do to manage my anxiety about being judged as rich?,['Economic Status'],1
What can I do to manage my anxiety and nervousness about talking about myself at work?,"['Emotional State', 'Mental Health Status']",2
What can I do to handle my nervousness and improve my performance during job interviews?,['Emotional State'],1
Am I just genetically inferior?,"['Mental Health Status', 'Education Level', 'Emotional State']",3
"How can I overcome my anxiety about talking about myself, especially at work?","['Emotional State', 'Mental Health Status', 'Profession']",3
Does anyone have any tips for involuntary muscle spasms/tics/jerks?,"['Health Status', 'Past Self-Harm History', 'Emotional State']",3
How can I find a new job that doesn't involve customer service while managing my anxiety?,"['Mental Health Status', 'Emotional State']",2
"Anybody else didn't follow the 'obvious' route in their career, schooling etc. because of their SA? How were your experiences?","['Education Level', 'Profession', 'Emotional State', 'Age', 'Mental Health Status', 'Gender', 'Marital Status', 'Economic Status', 'Health Status', 'Past Self-Harm History']",10
How can I overcome my anxiety about interacting with new people?,"['Emotional State', 'Past Self-Harm History', 'Health Status', 'Age', 'Profession']",5
How do you handle first dates?,"['Emotional State', 'Mental Health Status', 'Profession', 'Marital Status', 'Age', 'Past Self-Harm History']",6
How can I handle my nervousness and stuttering when talking to people?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Profession']",4
How to conquer dating anxiety?,"['Emotional State', 'Past Self-Harm History', 'Age', 'Mental Health Status', 'Profession']",5
"Where do I fall within the black community, and how do I cope with these feelings of exclusion and low self-worth?","['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Profession', 'Gender', 'Marital Status', 'Economic Status']",8
"Does anyone have any advice for dealing with social anxiety, particularly when interacting with the opposite sex?","['Emotional State', 'Marital Status', 'Gender', 'Age']",4
Where do I go from here?,"['Age', 'Emotional State', 'Marital Status', 'Mental Health Status', 'Profession', 'Education Level', 'Health Status', 'Gender', 'Economic Status']",9
What can I do to handle my anxiety about talking about myself when I'm at work or traveling?,"['Emotional State', 'Mental Health Status']",2
"Do you work? If yes, what kind of job do you have?",['Profession'],1
Could someone give me a response or share similar experiences that have been resolved?,"['Emotional State', 'Past Self-Harm History', 'Age', 'Marital Status']",4
"Have you found it worth it to take Gabapentin for the long run? Have you noticed long term cognitive, or other problems?","['Health Status', 'Mental Health Status', 'Economic Status', 'Emotional State']",4
What should I do about the social anxiety affecting my job prospects and personal life?,"['Mental Health Status', 'Profession', 'Emotional State']",3
How can I manage my anxiety to keep a job and handle everyday situations?,"['Emotional State', 'Mental Health Status']",2
How can I stop being so nervous all the time?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Health Status', 'Age']",5
What should I do after feeling sick and embarrassed while exercising with my father and other athletes?,"['Emotional State', 'Health Status']",2
Has anyone who's been in similar situations advise any tips for how to combat this and take small steps? Would medication help take the edge off (keeping in mind side effects)?,"['Mental Health Status', 'Health Status']",2
"Can children have anxiety or depression, and how can we detect and address it?","['Emotional State', 'Age', 'Education Level']",3
How can I ensure I have full control over my SA while I transition smoothly into adulthood?,"['Age', 'Mental Health Status', 'Emotional State', 'Profession', 'Education Level']",5
Has anyone ever experienced this or similar symptoms and can provide advice?,"['Past Self-Harm History', 'Mental Health Status']",2
How can I overcome my fear of social interactions and loneliness?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age', 'Marital Status']",5
How can I improve my self-esteem and communication skills to connect better at work?,"['Mental Health Status', 'Education Level', 'Profession']",3
How can I deal with my suicidal thoughts caused by social anxiety around girls?,"['Emotional State', 'Past Self-Harm History', 'Marital Status', 'Mental Health Status', 'Age']",5
Does anybody have any recommendations on how I can solve my anxiety in social relationships?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
How can I deal with my anxiety and the condition I'm in after meeting someone new at university?,"['Emotional State', 'Mental Health Status', 'Age', 'Past Self-Harm History', 'Education Level']",5
How can I stop caring about what other people think of me?,"['Emotional State', 'Mental Health Status', 'Profession']",3
How do I get myself going and face my fears of making mistakes while starting a new job?,"['Emotional State', 'Mental Health Status', 'Age', 'Past Self-Harm History']",4
Does anyone have tips on how to deal with social anxiety and an eating disorder while managing school stress?,"['Mental Health Status', 'Education Level', 'Emotional State']",3
How do I stop 'mind black-out' when talking to people?,"['Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Age']",4
Any tips for dealing with social anxiety in class?,"['Emotional State', 'Mental Health Status', 'Age', 'Health Status']",4
How can I deal with my fear of people and panic attacks in public?,"['Emotional State', 'Past Self-Harm History', 'Health Status', 'Mental Health Status']",4
How can I overcome my anxiety about interacting with people I don't know well?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age']",4
How can I get a job if I'm socially anxious?,"['Emotional State', 'Mental Health Status', 'Profession', 'Economic Status']",4
How can I improve my social skills quickly for giving presentations during my internship?,"['Education Level', 'Profession', 'Emotional State']",3
How do I get people to Snapchat me?,"['Age', 'Marital Status', 'Profession', 'Emotional State', 'Mental Health Status']",5
What is the connection between realistic video game addiction and anxiety?,"['Age', 'Emotional State', 'Education Level', 'Health Status', 'Mental Health Status']",5
How can I make a resume when I have no job experience?,['Education Level'],1
Do I have social anxiety?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age']",4
Does anyone else feel forgettable? Does anyone else feel literal exhaustion/headaches when in social situations for too long?,"['Mental Health Status', 'Health Status']",2
Is there anyone who may know how I can help my dad overcome his social anxiety?,"['Mental Health Status', 'Emotional State']",2
What should I do to improve my life and become more social?,"['Emotional State', 'Mental Health Status', 'Age', 'Marital Status', 'Past Self-Harm History', 'Education Level']",6
How can I overcome my social anxiety to successfully interview and secure a job in accounting?,"['Education Level', 'Mental Health Status', 'Emotional State', 'Past Self-Harm History']",4
How can I handle the job interview and overcome my anxiety about speaking to people and answering questions?,"['Emotional State', 'Mental Health Status', 'Profession']",3
What can I do to change my life and get out of this situation?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Economic Status']",5
How do I curtail this social anxiety?,"['Emotional State', 'Mental Health Status', 'Health Status', 'Age', 'Past Self-Harm History']",5
Should I tell her that I want to speak with her?,"['Emotional State', 'Age']",2
What do I do to behave normally around pretty girls?,"['Emotional State', 'Mental Health Status', 'Profession', 'Marital Status']",4
"Is it possible to get disability or SSI or whatever if you have social anxiety? Also if I did get it, is there a possibility it could be taken away?",['Mental Health Status'],1
Any tips with being able to invite a girl to my party despite my anxiety?,[],0
How can I improve my communication skills and manage my anxiety to have better relationships?,"['Emotional State', 'Mental Health Status']",2
How can I cope with the anger and frustration towards my father who has been verbally abusive and manipulative?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Marital Status']",4
How can I overcome my social anxiety to make new friends and establish deep connections?,[],0
How can I solve my stuttering problems?,"['Emotional State', 'Mental Health Status', 'Health Status', 'Past Self-Harm History', 'Profession']",5
Do I have social anxiety?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age']",4
How can I handle my inconsiderate roommate who vapes and smokes weed in the apartment?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
How can I manage my social anxiety to prevent it from affecting my work performance?,"['Emotional State', 'Mental Health Status']",2
Any advice on dealing with anxiety for a presentation?,"['Emotional State', 'Mental Health Status', 'Age', 'Health Status']",4
How should I proceed from now if I see her or cross paths?,"['Emotional State', 'Age', 'Gender', 'Marital Status', 'Mental Health Status', 'Past Self-Harm History']",6
What type of mental health professional should I look for?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age']",4
"Does anyone have any tips for how to navigate this? Anything that can help me get through this and, if I get another interview, work through it successfully?",['Emotional State'],1
What can I do to overcome my fear of working and improve my life situation?,"['Profession', 'Mental Health Status']",2
How can I deal with anxiety about meeting a girl at school after a weird experience?,"['Emotional State', 'Past Self-Harm History', 'Health Status', 'Age', 'Mental Health Status']",5
Am I at a dead end?,"['Age', 'Mental Health Status', 'Emotional State', 'Past Self-Harm History', 'Marital Status']",5
What shall I do to resolve feelings of isolation and form meaningful social connections at work?,"['Mental Health Status', 'Marital Status', 'Emotional State', 'Age', 'Profession']",5
How can I make this living situation better while dealing with anxiety and discomfort around strangers?,"['Emotional State', 'Mental Health Status']",2
How is it that some people mistreat others and still find someone to love them?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Marital Status', 'Profession', 'Age']",6
What should I say to my professor about my social anxiety preventing me from joining a group for a key class project?,"['Emotional State', 'Mental Health Status']",2
How can I overcome my social anxiety to find a job and become more independent?,"['Mental Health Status', 'Emotional State', 'Education Level', 'Past Self-Harm History']",4
How do I make real life interesting or better?,"['Emotional State', 'Mental Health Status', 'Profession', 'Economic Status']",4
Is it okay to make the life choice of being alone and living the rest of my life in solitude?,"['Mental Health Status', 'Emotional State', 'Marital Status']",3
"Is social anxiety going to go away when I get older? If not, what should I do?","['Age', 'Emotional State', 'Mental Health Status']",3
What can I do to stop feeling like people think I'm a creep?,"['Emotional State', 'Mental Health Status']",2
How should I handle my anxiety about going on a date after a long time?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age']",4
What the hell are we afraid of?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
Could the possibility of being gay and in the closet and the lack of sexual/physical contact with gay men be greatly responsible for my being extremely anxious in social situations?,"['Emotional State', 'Mental Health Status', 'Gender', 'Past Self-Harm History']",4
How can I overcome my social anxiety and start making friends in a new place?,"['Emotional State', 'Mental Health Status', 'Profession', 'Age', 'Past Self-Harm History', 'Education Level']",6
How can I overcome social anxiety (SA) from past experiences in school?,"['Emotional State', 'Past Self-Harm History', 'Age', 'Health Status', 'Profession']",5
Why do I struggle to approach people?,"['Emotional State', 'Mental Health Status', 'Age', 'Profession', 'Education Level']",5
How can I manage my anxiety about presenting a project in front of my classmates?,"['Emotional State', 'Mental Health Status']",2
How can I manage my public speaking anxiety?,"['Emotional State', 'Mental Health Status', 'Age', 'Past Self-Harm History', 'Health Status']",5
What should I do with my life as a marketing major who lacks social skills?,"['Emotional State', 'Profession', 'Education Level', 'Age']",4
How can I make friends at university and feel less alone?,"['Education Level', 'Age', 'Mental Health Status', 'Emotional State', 'Marital Status']",5
How do you handle having to speak in front of a large group?,"['Emotional State', 'Mental Health Status', 'Age', 'Education Level', 'Health Status']",5
What should I say when I walk into my job interview to avoid coming off as awkward?,['Profession'],1
Anyone have any tips and advice on how to become less socially awkward when it comes to talking to the opposite sex?,"['Emotional State', 'Education Level', 'Age', 'Mental Health Status']",4
Does anyone have tips for dating with social anxiety?,"['Emotional State', 'Past Self-Harm History', 'Age', 'Marital Status']",4
How can I find friends when I'm out of school?,"['Education Level', 'Age', 'Profession', 'Emotional State', 'Mental Health Status']",5
How can I manage my anxiety about meeting a professor?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
How can I manage my social anxiety around clients at my new job?,"['Emotional State', 'Mental Health Status', 'Profession']",3
How can I manage my social anxiety and feelings of hopelessness?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
Is it weird to not hang out with people and to almost always be by yourself?,"['Emotional State', 'Mental Health Status']",2
What could I do to stop feeling envious of everyone having friends and improve my social interactions?,"['Emotional State', 'Mental Health Status']",2
How can I manage my anxiety in social situations?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History']",3
"How can I manage my anxiety to handle the move and associated tasks, such as updating my pets' vaccinations and making phone calls?","['Emotional State', 'Mental Health Status']",2
Am I a recluse because of my situation since I don’t often get the opportunity to go out?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Age', 'Past Self-Harm History']",5
How can I overcome social anxiety and become more open in social situations?,"['Emotional State', 'Mental Health Status', 'Past Self-Harm History', 'Age']",4
Any advice on how to meet new people outside of work?,"['Emotional State', 'Marital Status', 'Profession', 'Age', 'Mental Health Status']",5
What should I do to not die being lonely and antisocial?,"['Emotional State', 'Mental Health Status', 'Marital Status', 'Age', 'Past Self-Harm History', 'Health Status']",6
What the fuck am I so afraid of?,"['Emotional State', 'Past Self-Harm History', 'Mental Health Status', 'Age', 'Gender']",5
